REFKEY	TITLE	TITLE2	AUTHORS	AUTHORS2	JOURNAL	VOLUME	YEAR	PAGES	JNUM	PMID
191	Loss of p21 increases sensitivity to ionizing radiation and delays the onset of lymphoma in atm-deficient mice.		Wang YA; Elson A; Leder P		Proc Natl Acad Sci U S A	94	1997	14590-5	J:45078	9405657
193	c-Met autocrine activation induces development of malignant melanoma and acquisition of the metastatic phenotype.		Otsuka T; Takayama H; Sharp R; Celli G; LaRochelle WJ; Bottaro DP; Ellmore N; Vieira W; Owens JW; Anver M; Merlino G		Cancer Res	58	1998	5157-67	J:50947	9823327
194	High cancer susceptibility and embryonic lethality associated with mutation of the PTEN tumor suppressor gene in mice.		Suzuki A; de la Pompa JL; Stambolic V; Elia AJ; Sasaki T; del Barco Barrantes I ; Ho A ; Wakeham A ; Itie A ; Khoo W ; Fukumoto M ; Mak TW		Curr Biol	8	1998	1169-78	J:50437	9799734
195	Tumour predisposition in mice heterozygous for a targeted mutation in Nf1.		Jacks T; Shih TS; Schmitt EM; Bronson RT; Bernards A; Weinberg RA		Nat Genet	7	1994	353-61	J:18542	7920653
196	Kras-2 alleles, mutations, and lung tumor susceptibility in the mouse--an evaluation.		Fijneman RJ; Ophoff RA; Hart AA; Demant P		Oncogene	9	1994	1417-21	J:17850	8152802
197	Carcinogenicity study of outdoor airborne particulate matter in newborn male NMRI mice.		Heussen GA; van den Berg JH; Dreef-van der Meulen HC; Alink GM		Toxicol Lett	88	1996	23-8	J:37505	8920712
198	Methylnitrosourea-induced tumorigenesis in MGMT gene knockout mice.		Sakumi K; Shiraishi A; Shimizu S; Tsuzuki T; Ishikawa T; Sekiguchi M		Cancer Res	57	1997	2415-8	J:41434	9192819
199	Dibenzo[a,l]pyrene-induced DNA adduction, tumorigenicity, and Ki-ras oncogene mutations in strain A/J mouse lung.		Prahalad AK; Ross JA; Nelson GB; Roop BC; King LC; Nesnow S ; Mass MJ		Carcinogenesis	18	1997	1955-63	J:44141	9364006
200	Black tea constituents, theaflavins, inhibit 4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone (NNK)-induced lung tumorigenesis in A/J mice.		Yang GY; Liu Z; Seril DN; Liao J; Ding W; Kim S; Bondoc F; Yang CS		Carcinogenesis	18	1997	2361-5	J:45292	9450482
201	Additional evidence that the K-ras protooncogene is a candidate for the major mouse pulmonary adenoma susceptibility (Pas-1) gene.		Lin L; Festing MF; Devereux TR; Crist KA; Christiansen SC; Wang Y; Yang A; Svenson K; Paigen B; Malkinson AM; You M		Exp Lung Res	24	1998	481-97	J:48996	9659579
202	Susceptibility to urethan-induced pulmonary adenomas between A/J and C57BL/6J mice: use of AXB and BXA recombinant inbred lines indicating a three-locus genetic model.		Malkinson AM; Nesbitt MN; Skamene E		J Natl Cancer Inst	75	1985	971-4	J:8075	3863994
203	Rb and p53 gene deletions in lung adenocarcinomas from irradiated and control mice.		Zhang Y; Woloschak GE		Radiat Res	148	1997	81-9	J:41467	9216621
204	Characterization of early pulmonary hyperproliferation and tumor progression and their inhibition by black tea in a 4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone-induced lung tumorigenesis model with A/J mice.		Yang G; Wang ZY; Kim S; Liao J; Seril DN; Chen X; Smith TJ ; Yang CS		Cancer Res	57	1997	1889-94	J:40425	9157981
205	Lung cancer response following inhaled radon in the A/J and C57BL/6J mouse.		Groch KM; Khan MA; Brooks AL; Saffer JD		Int J Radiat Biol	71	1997	301-8	J:39931	9134020
206	The carcinogenicity of environmental tobacco smoke.		Witschi H; Espiritu I; Peake JL; Wu K; Maronpot RR; Pinkerton KE		Carcinogenesis	18	1997	575-86	J:39409	9067559
207	Ki-ras and p53 mutations are early and late events, respectively, in urethane-induced pulmonary carcinogenesis in A/J mice.		Horio Y; Chen A; Rice P; Roth JA; Malkinson AM; Schrump DS		Mol Carcinog	17	1996	217-23	J:38027	8989915
208	Deletion and differential expression of p16INK4a in mouse lung tumors.		Belinsky SA; Swafford DS; Middleton SK; Kennedy CH; Tesfaigzi J		Carcinogenesis	18	1997	115-20	J:38603	9054597
209	Transgenic mice bearing the polyomavirus large T antigen directed by 2.1 kb of the keratin 19 promoter develop bronchiolar papillary tumors with progression to lung adenocarcinomas.		Lebel M; Webster M; Muller WJ; Royal A; Gauthier J; Mes-Masson AM		Cell Growth Differ	6	1995	1591-600	J:38873	9019164
210	Ki-ras mutations are an early event and correlate with tumor stage in transplacentally-induced murine lung tumors.		Leone-Kabler S; Wessner LL; McEntee MF; D'Agostino RB Jr; Miller MS		Carcinogenesis	18	1997	1163-8	J:41565	9214598
211	Similar incidence of K-ras mutations in lung carcinomas of FVB/N mice and FVB/N mice carrying a mutant p53 transgene.		Shafarenko M; Mahler J; Cochran C; Kisielewski A; Golding E; Wiseman R ; Goodrow T		Carcinogenesis	18	1997	1423-6	J:41667	9230291
212	Tumor progression and cellular differentiation of pulmonary adenocarcinomas in SV40 large T antigen transgenic mice.		Wikenheiser KA; Whitsett JA		Am J Respir Cell Mol Biol	16	1997	713-23	J:41560	9191473
213	Smad4 (homolog of human DPC4) and Smad2 (homolog of human JV18-1): candidates for murine lung tumor resistance and suppressor genes.		Devereux TR; Anna CH; Patel AC; White CM; Festing MF; You M		Carcinogenesis	18	1997	1751-5	J:43006	9328171
214	Genome wide search for genetic damage in p53 transgenic mouse lung tumours reveals consistent loss of chromosome 4.		Wu MC; Sundaresan M; Sundaresan V; Rabbitts P		Eur J Cancer	33	1997	1677-84	J:43698	9389933
218	Ki-ras mutation and cell proliferation of lung lesions induced by 1-nitropyrene in A/J mice.		Bai F; Nakanishi Y; Takayama K; Pei XH; Tokiwa H; Hara N		Mol Carcinog	22	1998	258-64	J:49725	9726818
219	Detection of codon 12 point mutations of the K-ras gene from mouse lung adenocarcinoma by 'enriched' PCR.		Zhang Y; Woloschak GE		Int J Radiat Biol	74	1998	43-51	J:49183	9687974
220	Susceptibility of p53-deficient mice to induction of mesothelioma by crocidolite asbestos fibers.		Marsella JM; Liu BL; Vaslet CA; Kane AB		Environ Health Perspect	105 Suppl 5	1997	1069-72	J:44660	9400702
221	High incidence of lung, bone, and lymphoid tumors in transgenic mice overexpressing mutant alleles of the p53 oncogene.		Lavigueur A; Maltby V; Mock D; Rossant J; Pawson T; Bernstein A		Mol Cell Biol	9	1989	3982-91	J:19870	2476668
222	K-ras mutations in benzotrichloride-induced lung tumors of A/J mice.		You M; Wang Y; Nash B; Stoner GD		Carcinogenesis	14	1993	1247-9	J:13107	8508514
223	Oncogenic response of strain A/J mice to inhaled chemicals.		Adkins B Jr; Van Stee EW; Simmons JE; Eustis SL		J Toxicol Environ Health	17	1986	311-22	J:22707	3083111
224	Pulmonary adenomas in A/J mice treated with silica.		McNeill DA; Chrisp CE; Fisher GL		Drug Chem Toxicol	13	1990	87-92	J:22736	2165900
225	Tumorigenicity of nickel subsulfide in Strain A/J mice.		McNeill DA; Chrisp CE; Fisher GL		Drug Chem Toxicol	13	1990	71-86	J:22737	2379474
226	Activation of the Ki-ras protooncogene in spontaneously occurring and chemically induced lung tumors of the strain A mouse.		You M; Candrian U; Maronpot RR; Stoner GD; Anderson MW		Proc Natl Acad Sci U S A	86	1989	3070-4	J:22773	2654935
227	Neoplasms in strains of splenectomized mice after a single 7,12-dimethylbenz[alpha]anthracene treatment.		Akamatsu Y		J Natl Cancer Inst	55	1975	893-7	J:24687	171427
228	Characterization of prostatic epithelial cell lines derived from transgenic adenocarcinoma of the mouse prostate (TRAMP) model.		Foster BA; Gingrich JR; Kwon ED; Madias C; Greenberg NM		Cancer Res	57	1997	3325-30	J:42333	9269988
230	Transgenic mice overexpressing the prolactin gene develop dramatic enlargement of the prostate gland.		Wennbo H; Kindblom J; Isaksson OG; Tornell J		Endocrinology	138	1997	4410-5	J:43355	9322957
231	Prostate, adrenocortical, and brown adipose tumors in fetal globin/T antigen transgenic mice.		Perez-Stable C; Altman NH; Brown J; Harbison M; Cray C; Roos BA		Lab Invest	74	1996	363-73	J:52340	8780156
232	Prostate cancer progression, metastasis, and gene expression in transgenic mice.		Perez-Stable C; Altman NH; Mehta PP; Deftos LJ; Roos BA		Cancer Res	57	1997	900-6	J:38778	9041192
233	Prostate and mammary adenocarcinoma in transgenic mice carrying a rat C3(1) simian virus 40 large tumor antigen fusion gene.		Maroulakou IG; Anver M; Garrett L; Green JE		Proc Natl Acad Sci U S A	91	1994	11236-40	J:52786	7972041
234	Development and characterization of a mouse prostate adenocarcinoma cell line: ductal formation determined by extracellular matrix.		Jorcyk CL; Liu ML; Shibata MA; Maroulakou IG; Komschlies KL; McPhaul MJ ; Resau JH ; Green JE		Prostate	34	1998	10-22	J:45372	9428383
235	Role of Mxi1 in ageing organ systems and the regulation of normal and neoplastic growth.		Schreiber-Agus N; Meng Y; Hoang T; Hou H Jr; Chen K; Greenberg R; Cordon-Cardo C; Lee HW; DePinho RA		Nature	393	1998	483-7	J:48236	9624006
236	Studies on the relation between tumor susceptibility and heredity. III. Spontaneous tumors of the lung in mice.		Lynch CJ		J Exp Med	43	1926	339-55	J:24654	 
238	Life span of specified-pathogen-free (MRC category 4) mice and rats.		Festing MF; Blackmore DK		Lab Anim	5	1971	179-92	J:22607	5166568
240	Inbred Strains of Mice No. 1		Staats J		Companion to Mouse News Lett No. 21		1959		J:55930	 
241	Inbred Strains of Mice No. 2		Staats J		Companion to Mouse News Lett No. 25		1961		J:55931	 
242	Inbred Strains of Mice No. 3		Staats J		Companion to Mouse News Lett No. 29		1963		J:55932	 
243	Inbred Strains of Mice No. 4		Staats J		Companion to Mouse News Lett No. 33		1965		J:54944	 
244	Inbred Strains of Mice No. 5		Staats J		Companion to Mouse News Lett No. 37		1967		J:55933	 
245	Inbred Strains of Mice No. 6		Staats J		Companion to Mouse News Lett No. 41		1969		J:55166	 
246	Inbred Strains of Mice No. 7		Staats J		Companion to Mouse News Lett No. 45		1971		J:55934	 
247	Inbred Strains of Mice No. 8		Staats J		Companion to Mouse News Lett No. 49		1973		J:55935	 
248	Influence of the H-2 and H-1 histocompatibility systems upon life span and spontaneous cancer incidences in congenic mice		Smith GS; Walford RL			XIV	1978	281-312	J:22760	 
249	Instability of characteristics in inbred strains of mice		Muhlbock O; van Ebbenhorst Tengbergen WP				1971	230-49	J:36410	 
250	Prevalence of murine C-type RNA virus group specific antigen in inbred strains of mice		Myers DD; Meier H; Huebner RJ		Life Sci	9	1970	1071-80	J:22741	 
251	Lifespan and aging patterns		Russell ES				1966	511-519	J:2470	 
252	Spontaneous cancer in mice		Hoag WG		Ann N Y Acad Sci	108	1963	805-831	J:2434	14081516
253	Genetics of Neoplasia		Heston WE				1963	247-68	J:23470	 
254	Genetics of N-methyl-N-nitrosourea induction of thymic lymphomas in AKR/J mice: assignment of a susceptibility gene to mouse chromosome 7.		Angel JM; Morizot DC; Richie ER		J Natl Cancer Inst	81	1989	1652-5	J:10061	2552132
255	Variations among sublines of inbred AKR mice.		Acton RT; Balankenhorn EP; Douglas TC; Owen RD; Hilgers J; Hoffman HA; Boyse EA		Nat New Biol	245	1973	8-10	J:5369	4353891
256	Observations on leukemia in AKR mice born from transferred ova and nursed by low leukemic mothers		Fekete E; Otis HK		Cancer Res	14	1954	445-47	J:2421	13172710
257	Prolongation of life with prevention of leukemia by thymectomy in mice		Furth J		J Gerontol	1	1946	46-54	J:2422	 
258	AL/N: A homozygous Robertsonian translocation mouse strain identical to TlWh.		White BJ; Tjio JH		Cytologia (Tokyo)	40	1975	249-52	J:26457	1157523
259	Susceptibility to Abelson or Moloney murine leukemia viruses.		Risser R; Kaehler D		Curr Top Microbiol Immunol	122	1985	162-8	J:24306	4042674
260	A comparative study of the biologic and molecular basis of murine mammary carcinoma: A model for human breast cancer		Schlom J; Michalides R; Kufe D; Hehlmann R; Spiegelman S; Bentvelzen P; Hgeman P		J Natl Cancer Inst	51	1973	541-51	J:24308	4797259
261	Mammary tumors, plaques, and hyperplastic alveolar nodules in various combinations of mouse inbred strains and the different lines of the mammary tumor virus.		Heston WE; Vlahakis G		Int J Cancer	7	1971	141-8	J:24674	4322934
262	RNA tumor-virus antigen expression in chemically induced tumors. Virus-genome-specified common antigens detected by complement fixation in mouse tumors induced by 3-methylcholanthrene.		Whitmire CE; Salerno RA; Rabstein LS; Huebner RJ; Turner HC		J Natl Cancer Inst	47	1971	1255-65	J:35684	4330465
263	Spontaneous neoplasms in germfree BALB/cPi mice.		Smith CS; Pilgrim HI		Proc Soc Exp Biol Med	138	1971	542-4	J:24310	4330234
264	The susceptibility of various strains of neonatal mice to the carcinogenic effects of 9,10-dimethyl-1,2-benzanthracene.		Flaks A		Eur J Cancer	4	1968	579-85	J:23487	5717955
265	Tumour incidence and tumour-free sublines in BR6 mice		Mundy J; Williams PC		Br J Cancer	15	1961	561-7	J:24879	14477198
266	Neoplasms and amyloidosis in strains of mice treated with 3-methylcholanthrene.		Akamatsu Y; Barton BP		J Natl Cancer Inst	52	1974	377-85	J:24686	4361176
267	Effect of host strain and H-2 type on spontaneous regression of murine leukemia.		Dietz M; Rich MA		Int J Cancer	10	1972	99-104	J:25401	4661563
268	C17-Icrc, a new inbred strain of mouse, useful for studies on environmental carcinogens. Short communication.		Ranadive KJ; Gothoskar SV; Fernandes G		Z Versuchstierkd	14	1972	48-9	J:27978	5029369
269	Incidence of spontaneous tumors in a colony of strain C3H mice		Andervont HB; McEleney WJ		Public Health Rep	52	1937	772-780	J:2394	 
270	Spontaneous tumors in a subline of strain C3H mice		Andervont HB; McEleney WJ		J Natl Cancer Inst	1	1941	737-744	J:2395	 
271	Attempts to alter incidence of leukemia and Mammary cancer in C3H/Fg mice		Fuchs PC		Anat Rec	142	1962	233	J:24576	 
272	Effects on C3H mouse mammary cancer of changing from a high fat to a low fat diet before, at, or after puberty.		Silverman J; Powers J; Stromberg P; Pultz JA; Kent S		Cancer Res	49	1989	3857-60	J:24603	2736528
274	On the oncological characteristics of C3HA mice		Maluguina LL; Prokofieva OG		Vopr Onkol	3	1957	201-7	J:27973	 
275	A new mouse strain susceptible to mammary cancer		Taylor A; McKenna GF		Tex Rep Biol Med	19	1961	706-7	J:24876	13919906
276	Differential susceptibility of four mouse strains to induction of multiple large-bowel neoplasms by 1,2-dimethylhydrazine.		Evans JT; Hauschka TS; Mittelman A		J Natl Cancer Inst	52	1974	999-1000	J:24721	4826576
277	Differences in response among mice of fifteen inbred strains to the subcutaneous injection of methylcholanthrene		Strong LC		Yale J Biol Med	25	1952	34-43	J:22766	13006401
278	Reticulum cell neoplasm, type B, or the Hodgkin's-like lesion of the mouse.		Dunn TB; Deringer MK		J Natl Cancer Inst	40	1968	771-821	J:2417	4869134
279	The genetics of non-epithelial tumor formation in mice		Little CC; Murray WS; Cloudman AM		Am J Cancer	36	1939	431-450	J:2448	 
280	The time factor in inhibition of lymphoid-tumor development by injection of marrow cell suspensions into irradiated C57BL mice		Kaplan HS; Moses LE; Brown MB; Nagareda CS; Hirsch BB		J Natl Cancer Inst	15	1955	975-9	J:26151	13233941
281	Tumours of the bone in C57BL/10J mice.		Wadsworth PF		Lab Anim	23	1989	324-7	J:24844	2811271
282	Relationships between aryl hydrocarbon hydroxylase inducibility and sensitivity to chemically induced subcutaneous sarcomas in various strains of mice.		Kouri RE; Salerno RA; Whitmire CE		J Natl Cancer Inst	50	1973	363-8	J:25838	4702110
283	Effect of pretreatment with beta-naphthoflavone on tumorigenesis by N-nitrosoethylurea in five mouse strains.		Anderson LM; Jones AB; Kovatch RM		Cancer Lett	52	1990	91-4	J:26439	2379139
284	[Age-related incidence of spontaneous tumors in SPF C57BL/6 and BDF1 mice]		Nakamura K; Kuramoto K; Shibasaki K; Shumiya S; Ohtsubo K		Jikken Dobutsu	41	1992	279-85	J:1341	1324182
285	Transplacental effects of 1-ethyl-1-nitrosourea in inbred strains of mice. 3. Association between infectious or subinfectious endogenous type-C RNA tumor virus expression and chemically induced tumorigenesis.		Diwan BA; Meier H; Huebner RJ		J Natl Cancer Inst	51	1973	1965-70	J:24831	4358152
286	Mouse leukemia. XIII. A maternal influence that lowers the incidence of spontaneous cases		MacDowell EC; Taylor MJ		Proc Soc Exp Biol Med	68	1948	571-577	J:2456	 
287	Effects of subcutaneous administration of chemical carcinogens on leukemia in C58 mice.		Whitmire CE		J Natl Cancer Inst	62	1979	555-9	J:32292	216841
288	Comparative molecular genetic analysis of lymphomas from six inbred mouse strains.		Mucenski ML; Bedigian HG; Shull MM; Copeland NG; Jenkins NA		J Virol	62	1988	839-46	J:25442	2828679
289	Production of the CBA strain of inbred mice: Long life associated with low tumour incidence		Strong LC		Br J Exp Pathol	17	1936	60-63	J:2482	 
290	The incidence, pathology and transplantation of hepatomas in CBA mice.		Sharp JG; Riches AC; Littlewood V; Thomas DB		J Pathol	119	1976	211-20	J:24717	182943
291	Identification of a high-frequency model for renal carcinoma by the induction of renal tumors in the mouse with a single dose of streptozotocin.		Hard GC		Cancer Res	45	1985	703-8	J:24857	3155646
292	Biochemical, pathological, and genetic aspects of a spontaneous mouse hepatoma.		Hancock RL; Dickie MM		J Natl Cancer Inst	43	1969	407-15	J:24685	4307863
293	The incidence of adrenal cortical carcinoma in gonadectomized female mice of the extreme dilution strain. 1. Observations on the adrenal cortex		Woolley GW; Little CC		Cancer Res	5	1945	193-202	J:2494	 
294	Mammary tumorigenesis in feral mice: identification of a new int locus in mouse mammary tumor virus (Czech II)-induced mammary tumors.		Gallahan D; Callahan R		J Virol	61	1987	66-74	J:20073	3023708
